RespondentID,Race,Gender,Age,EducationLevel,EmployementType,PostalCode,Experience,JobTitle,SeniorityLevel,Salary,PromotionStatus,BonusStatus,Industry,EmployeeCount,JobPerformance,IsCompensation,IsGrowth,IsFairness,IsBenefits,IsGrowthOpportunities
11466463311,Black/African American,Male,18-24,Some College,Full Time Employee,35205,One to five years,Valet Attendant,Mid level,"$20,000 to $29,999",Yes,Yes,Social/Public Services,Less than 50 Employees,Strongly agree,,Agree,Agree,Strongly agree,
11466414342,White,Male,25-34,Bachelor's Degree,Full Time Employee,80020,Five to ten years,RN,Mid level,"$80,000 to $89,999",No,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree
11466389707,Black/African American,Male,45-54,Some College,Full Time Employee,35209,Ten years or more,Specialist,Mid level,"$40,000 to $49,999",Yes,No,Finance & Financial Services,"More than 10,000 Employees",Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree
11466385019,White,Male,35-44,Some College,Full Time Employee,35242,Five to ten years,Senior Vice President,Senior level,"$100,000 to $149,999",No Answer,Yes,Finance & Financial Services,"1,000 to 10,000 Employees",Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11466384232,White,Male,55-64,Bachelor's Degree,Full Time Employee,37215,Less than one year,Chief Strategy Officer,"C Suite (CEO, CFO, COO, CTO, CSO)","$150,000 or more",Yes,Yes,Healthcare & Pharmaceuticals,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
11466382437,Black/African American,Male,25-34,Bachelor's Degree,Full Time Employee,35205,One to five years,Access Worker,Mid level,"Less than $10,000",Yes,Yes,Healthcare & Pharmaceuticals,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466365633,White,Female,35-44,High School Diploma/GED,Full Time Employee,35579,Five to ten years,Legal assistant,Senior level,"$40,000 to $49,999",No,Yes,Legal Services,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11466365025,White,Male,45-54,Bachelor's Degree,Full Time Employee,35055,Ten years or more,Gm,Mid level,"$70,000 to $79,999",No Answer,Yes,,,,,,,,
11466361869,White,Male,35-44,Associate's Degree,Temporary/Seasonal,82190,One to five years,Warehouse Lead,Mid level,"$10,000 to $19,999",No,No,Food & Beverages,50 to 250 Employees,Somewhat agree,Strongly disagree,Somewhat disagree,Disagree,Somewhat disagree,Strongly disagree
11466358498,White,Female,55-64,Master's Degree or Higher,Full Time Employee,35216,Ten years or more,Teacher,Senior level,"$60,000 to $69,999",Yes,No,Education,"250 to 1,000 Employees",Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree
11466342363,White,Female,45-54,Some College,Full Time Employee,35504,Less than one year,Branch Office Administrator,Entry level,"$30,000 to $39,999",No,Yes,Finance & Financial Services,"More than 10,000 Employees",Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree
11466334572,White,female,45-54,Bachelor's Degree,Full Time Employee,35501,Five to ten years,Paralegal,Mid level,"$40,000 to $49,999",No,Yes,Legal Services,Less than 50 Employees,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
11466333422,White,Male,35-44,Some College,Full Time Employee,35444,Five to ten years,Electrical Engineer,Mid level,"$150,000 or more",Yes,Yes,"Utilities, Energy, and Extraction","250 to 1,000 Employees",Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree
11466333140,White,Male,35-44,Bachelor's Degree,Full Time Employee,35040,Less than one year,Teacher,Entry level,"$40,000 to $49,999",No,No,Education,"250 to 1,000 Employees",Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
11466329100,White,Female,55-64,Some College,Full Time Employee,35501,Ten years or more,Paralegal,Senior level,"$50,000 to $59,999",No Answer,Yes,Legal Services,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
11466306351,White,Female,18-24,Some College,Part Time Employee,37067,Less than one year,Consulting Intern,Entry level,"$50,000 to $59,999",Yes,No,Business Support & Logistics,"More than 10,000 Employees",Agree,Agree,Strongly agree,Agree,Strongly agree,Agree
11466306299,White,Male,18-24,Bachelor's Degree,Full Time Employee,35022,Less than one year,Management Trainee,Entry level,"$40,000 to $49,999",No,No,Transportation & Delivery,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466288537,White,Female,25-34,Some College,Full Time Employee,35243,Less than one year,Manager,Mid level,"$40,000 to $49,999",Yes,No,Food & Beverages,Less than 50 Employees,,,,,,
11466278511,White,Male,25-34,Bachelor's Degree,Full Time Employee,35226,One to five years,Patient Navigator,Entry level,"$30,000 to $39,999",Yes,No,Healthcare & Pharmaceuticals,50 to 250 Employees,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree
11466274635,Prefer not to say,Female,55-64,Bachelor's Degree,Long Term Contract Employee,36542,Ten years or more,Consultanr,Mid level,"$60,000 to $69,999",Yes,,,,,,,,,
11466269484,White,Male,45-54,Bachelor's Degree,Full Time Employee,35004,One to five years,Territory Sales Manager,Mid level,"$100,000 to $149,999",Yes,Yes,"Construction, Machinery, and Homes","1,000 to 10,000 Employees",Agree,Agree,Strongly agree,Agree,Agree,Agree
11466267289,White,Female,25-34,Master's Degree or Higher,Full Time Employee,35216,Less than one year,Teacher,Mid level,"$50,000 to $59,999",No,No,Education,50 to 250 Employees,Agree,Disagree,,Disagree,Agree,Agree
11466256206,White,Male,25-34,High School Diploma/GED,Full Time Employee,35202,One to five years,Team Lead,Mid level,"$40,000 to $49,999",Yes,No,Healthcare & Pharmaceuticals,"250 to 1,000 Employees",Agree,Agree,Strongly agree,Agree,Agree,Agree
11466253471,Black/African American,M,25-34,Master's Degree or Higher,Self Employed/Entrepreneur,89014,One to five years,"Research Analyst, Grant Writer",Mid level,"$30,000 to $39,999",No,No,,,,,,,,
11466235986,White,Female,45-54,Master's Degree or Higher,Full Time Employee,35216,Five to ten years,Teacher,Mid level,"$60,000 to $69,999",Yes,No,Education,50 to 250 Employees,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
11466229762,White,Female,25-34,Bachelor's Degree,Full Time Employee,37215,Less than one year,Content Associate,Entry level,"$30,000 to $39,999",No,No,Education,Less than 50 Employees,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree
11466229299,White,Male,25-34,Master's Degree or Higher,Full Time Employee,37205,One to five years,English Teacher,Entry level,"$50,000 to $59,999",Yes,No,Education,50 to 250 Employees,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree
11466225178,White,Female,25-34,Bachelor's Degree,Part Time Employee,37221,One to five years,Nursery Coordinator,Mid level,"$20,000 to $29,999",Yes,Yes,Education,Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree
11466221464,White,Male,25-34,Bachelor's Degree,Full Time Employee,35555,Five to ten years,Teacher,Tenured teacher,"$40,000 to $49,999",Yes,No,Education,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11466220877,White,Female,18-24,Bachelor's Degree,Full Time Employee,37211,One to five years,Implementation Manager,Mid level,"$50,000 to $59,999",Yes,Yes,Healthcare & Pharmaceuticals,50 to 250 Employees,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree
11466219471,White,Female,25-34,Master's Degree or Higher,Full Time Employee,35630,One to five years,Behavioral Therapist; Counselor,Mid level,"$40,000 to $49,999",Yes,Yes,Mental Health,Less than 50 Employees,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree
11466217479,White,Female,25-34,Vocational/Technical School,Full Time Employee,35501,Less than one year,Certified Surgical Technologist,Entry level,"$30,000 to $39,999",No,No,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree
11466200463,White,Male,45-54,Bachelor's Degree,Full Time Employee,35050,One to five years,Manager,Senior level,"$50,000 to $59,999",Yes,Yes,Food & Beverages,50 to 250 Employees,Disagree,Agree,Somewhat disagree,Somewhat disagree,Agree,Agree
11466192972,White,Female,25-34,Bachelor's Degree,Full Time Employee,37203,One to five years,Director of Content,Mid level,"$70,000 to $79,999",Yes,Yes,"Telecommunications, Technology, Internet & Electronics",Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11466189554,White,Male,25-34,Bachelor's Degree,Full Time Employee,37243,One to five years,"Economist, Fiscal Analyst",Mid level,"$60,000 to $69,999",Yes,No,Government,"More than 10,000 Employees",Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree
11466182105,White,Female,55-64,Bachelor's Degree,Part Time Employee,37232,Less than one year,Staff RN,Entry level,"$20,000 to $29,999",No Answer,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree
11466171213,White,Female,25-34,Some College,Full Time Employee,35503,Five to ten years,Server,Entry level,"$10,000 to $19,999",No,No,Food & Beverages,Less than 50 Employees,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Disagree
11462496395,White,M,25-34,Master's Degree or Higher,Full Time Employee,35226,One to five years,IT Director,Senior level,"$150,000 or more",No,Yes,Insurance,"1,000 to 10,000 Employees",,,,,,
11460436213,White,Male,18-24,Associate's Degree,Full Time Employee,35216,Less than one year,Junior Data Analyst,Entry level,"$30,000 to $39,999",No,No,Information Technology and Services,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11459955942,Black/African American,Female,25-34,Bachelor's Degree,Long Term Contract Employee,35222,One to five years,Business Analyst,Entry level,"$60,000 to $69,999",Yes,No,Finance & Financial Services,"More than 10,000 Employees",Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11456883918,White,Female,25-34,Some College,Full Time Employee,28304,Less than one year,Medical assistant,Entry level,"$20,000 to $29,999",No,Yes,Healthcare & Pharmaceuticals,Less than 50 Employees,Agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Agree
11453125365,White,Female,25-34,Master's Degree or Higher,Full Time Employee,77204,Less than one year,Associate Director of BME Academic Programs,Mid level,"$40,000 to $49,999",No,No,Education,"1,000 to 10,000 Employees",Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree
11449702424,White,Male,55-64,Bachelor's Degree,Self Employed/Entrepreneur,35203,One to five years,President,"C Suite (CEO, CFO, COO, CTO, CSO)","$100,000 to $149,999",Yes,No,Information Technology and Services,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
11449430229,White,Female,55-64,Master's Degree or Higher,Full Time Employee,35203,Ten years or more,Integrated Library Systems Administrator,Senior level,"$80,000 to $89,999",Yes,No,Nonprofit,Less than 50 Employees,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11449429587,White,female,35-44,Master's Degree or Higher,Full Time Employee,35223,One to five years,Volunteer Coordinator,Mid level,"$40,000 to $49,999",No Answer,Yes,Nonprofit,Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree
11449426676,White,Female,25-34,Master's Degree or Higher,Full Time Employee,35203,Less than one year,Director,"C Suite (CEO, CFO, COO, CTO, CSO)","$70,000 to $79,999",Yes,No,Education,"More than 10,000 Employees",Strongly agree,Agree,Agree,Agree,Strongly agree,Somewhat agree
11449423973,White,Female,35-44,Bachelor's Degree,Full Time Employee,35203,Less than one year,VP of Sales,Senior level,Prefer not to answer,Yes,Yes,"Telecommunications, Technology, Internet & Electronics",Less than 50 Employees,,,,,,
11448659278,White,Female,25-34,Master's Degree or Higher,Full Time Employee,35125,Less than one year,Director,Senior level,"$90,000 to $99,999",No,No,Education,50 to 250 Employees,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree
11447232896,White,Female,25-34,Vocational/Technical School,Full Time Employee,35160,One to five years,Parmedic,Mid level,"$40,000 to $49,999",No,No,Healthcare & Pharmaceuticals,50 to 250 Employees,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree
11447215029,Hispanic/Latino,Female,25-34,High School Diploma/GED,Full Time Employee,90023,Five to ten years,Sales associate on,Entry level,Prefer not to answer,No Answer,,Advertising & Marketing,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree
11447205695,White,Female,25-34,Some College,Part Time Employee,36207,Less than one year,Substitute teacher,Entry level,"$10,000 to $19,999",No,No,Education,"250 to 1,000 Employees",Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11447002678,Black/African American,Female,35-44,Bachelor's Degree,Full Time Employee,35244,One to five years,Enrollment services specialist,Entry level,"$60,000 to $69,999",No,Yes,Insurance,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11446672072,Hispanic/Latino,Female,55-64,Bachelor's Degree,Self Employed/Entrepreneur,35004,Ten years or more,Senior Partner,"C Suite (CEO, CFO, COO, CTO, CSO)","$60,000 to $69,999",Yes,Yes,,,,,,,,
11446582142,Black/African American,Female,55-64,Associate's Degree,Self Employed/Entrepreneur,35206,One to five years,Executive Director,Senior level,"$10,000 to $19,999",No Answer,No,Nonprofit,Less than 50 Employees,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree
11446563474,White,Female,18-24,Some College,Full Time Employee,35242,One to five years,Customer Service Representative,Mid level,"Less than $10,000",Yes,No,Retail & Consumer Durables,"1,000 to 10,000 Employees",Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree
11446441134,Black/African American,Female,35-44,High School Diploma/GED,Full Time Employee,35211,Ten years or more,Teacher,Mid level,"$10,000 to $19,999",Yes,Yes,Child Day Care Services,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Agree
11446391417,Black/African American,Female,35-44,Bachelor's Degree,Full Time Employee,35244,Ten years or more,Computer programmer/analyst,Mid level,"$100,000 to $149,999",Yes,No,"Telecommunications, Technology, Internet & Electronics","1,000 to 10,000 Employees",Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree
11446277194,Black/African American,Female,45-54,Master's Degree or Higher,Full Time Employee,29651,Less than one year,Supervisor,Mid level,"$90,000 to $99,999",No,No,Automotive,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree
11446163938,Black/African American,Female,35-44,Some College,Full Time Employee,35235,Five to ten years,Tech Admin II,Mid level,"$40,000 to $49,999",No,Yes,Building Codes,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11446163068,Black/African American,Female,35-44,High School Diploma/GED,Full Time Employee,35243,One to five years,Unit Secretary,Entry level,"$20,000 to $29,999",Yes,No,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Agree
11446118992,Black/African American,Female,35-44,Some College,Full Time Employee,35215,Ten years or more,Quality Analyst,Mid level,"$40,000 to $49,999",Yes,Yes,Finance & Financial Services,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11446077776,Black/African American,Female,35-44,Master's Degree or Higher,Full Time Employee,20036,One to five years,Manager,Senior level,"$100,000 to $149,999",Yes,No,Union,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Strongly agree,Agree
11446012564,Black/African American,F,55-64,Master's Degree or Higher,Full Time Employee,35207,One to five years,Educate,Senior level,"$60,000 to $69,999",No,Yes,Education,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree
11445907458,Black/African American,Female,55-64,Associate's Degree,Full Time Employee,35020,One to five years,Administrative Assistant,Senior level,"$30,000 to $39,999",No,Yes,Government,"1,000 to 10,000 Employees",Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11445906793,Black/African American,Female,35-44,Bachelor's Degree,Full Time Employee,27709,Ten years or more,Regional Quality Assurance Manager,Senior level,"$100,000 to $149,999",Yes,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree
11445884768,Black/African American,Female,35-44,Master's Degree or Higher,Full Time Employee,35203,Ten years or more,Csr,Entry level,"$50,000 to $59,999",No,Yes,"Utilities, Energy, and Extraction","More than 10,000 Employees",Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree
11445818283,Black/African American,Female,25-34,Master's Degree or Higher,Full Time Employee,35217,One to five years,Teacher,Entry level,"$50,000 to $59,999",No,No,Education,50 to 250 Employees,Somewhat agree,Somewhat disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat disagree
11445774816,Black/African American,Female,25-34,Master's Degree or Higher,Full Time Employee,35124,Five to ten years,Occupational Therapist,Mid level,"$100,000 to $149,999",Yes,Yes,Healthcare & Pharmaceuticals,50 to 250 Employees,Agree,Strongly agree,Agree,Disagree,Agree,Disagree
11445760341,Black/African American,Female,35-44,Associate's Degree,Full Time Employee,35209,Five to ten years,Patient Access Representative,Mid level,"$30,000 to $39,999",Yes,Yes,Insurance,"250 to 1,000 Employees",Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree
11445756626,White,Female,55-64,Some College,Full Time Employee,35217,Ten years or more,Patient Care Tech,Mid level,"$20,000 to $29,999",No,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree
11445755739,Black/African American,Female,35-44,Bachelor's Degree,Full Time Employee,35211,One to five years,Banker,Entry level,"$50,000 to $59,999",No,Yes,Banking,"More than 10,000 Employees",Strongly agree,Disagree,Somewhat disagree,Strongly disagree,Strongly agree,Disagree
11445726106,White,Female,45-54,Associate's Degree,Full Time Employee,35294,One to five years,Registered Respiratory Therapist,Senior level,"$60,000 to $69,999",No,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree
11445446213,White,Male,25-34,Bachelor's Degree,Full Time Employee,35209,One to five years,IT Recruiting Manager,Mid level,"$150,000 or more",Yes,Yes,Information Technology and Services,Less than 50 Employees,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11445115926,Black/African American,Female,35-44,Master's Degree or Higher,Full Time Employee,35211,One to five years,Community Development Coordinator,Mid level,"$50,000 to $59,999",No Answer,,Healthcare & Pharmaceuticals,"250 to 1,000 Employees",Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
11444905635,White,Male,25-34,Master's Degree or Higher,Full Time Employee,35243,One to five years,Nurse practitioner,Mid level,"$100,000 to $149,999",No,No,Healthcare & Pharmaceuticals,"250 to 1,000 Employees",Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11443988489,White,Male,25-34,Associate's Degree,Full Time Employee,35233,One to five years,Acute care lead respiratory therapist,Mid level,"$40,000 to $49,999",Yes,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree
11443958780,White,Female,25-34,Master's Degree or Higher,Full Time Employee,35294,One to five years,Nurse Practitioner,Mid level,"$100,000 to $149,999",No,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Strongly agree
11443942871,Multiracial/Multiethnic,Female,25-34,Associate's Degree,Full Time Employee,35209,One to five years,Respiratory therapist,Mid level,"$50,000 to $59,999",No,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Agree,Disagree,Somewhat agree,Disagree,Disagree,Disagree
11443931482,White,Female,25-34,Bachelor's Degree,Part Time Employee,35233,Five to ten years,RN,Mid level,"$20,000 to $29,999",No,Yes,Social/Public Services,"1,000 to 10,000 Employees",Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11443756848,White,Female,45-54,Associate's Degree,Full Time Employee,35216,Ten years or more,Respiratory Therapist,Entry level,"$60,000 to $69,999",No,No,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Somewhat disagree,Agree,Somewhat agree,Strongly disagree,Agree,Disagree
11443723980,Hispanic/Latino,Female,25-34,Master's Degree or Higher,Full Time Employee,35071,Five to ten years,Nurse Practitioner,Mid level,"$100,000 to $149,999",No,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11443658432,White,Male,35-44,Associate's Degree,Full Time Employee,35233,Ten years or more,Registered Respiratory Therapist,Entry level,"$40,000 to $49,999",No,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Strongly agree
11443557979,White,Female,45-54,Associate's Degree,Full Time Employee,35294,Ten years or more,Registered Respiratory Therapist,Senior level,"$60,000 to $69,999",No,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree
11443466730,White,female,18-24,Some College,Full Time Employee,35504,Less than one year,Consumer Specialist,Mid level,"$20,000 to $29,999",Yes,Yes,Healthcare & Pharmaceuticals,Less than 50 Employees,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree
11443217977,Black/African American,Female,35-44,Master's Degree or Higher,Full Time Employee,35203,Less than one year,Economic Development Specialist,Mid level,"$60,000 to $69,999",No,No,Government,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree
11443206877,Black/African American,Female,35-44,Some College,Full Time Employee,35216,Ten years or more,Compliance Investigator,Mid level,"$50,000 to $59,999",Yes,Yes,Finance & Financial Services,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11443205950,White,Male,45-54,Master's Degree or Higher,Full Time Employee,36203,One to five years,Chief Technology Officer,"C Suite (CEO, CFO, COO, CTO, CSO)","$150,000 or more",No,No,Government,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat disagree,Agree,Agree
11443193062,White,female,18-24,High School Diploma/GED,Part Time Employee,35504,Less than one year,art studio assistant/ intern,Entry level,Other (please specify),No,No,Entertainment & Leisure,Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree
11442823145,White,Female,55-64,Bachelor's Degree,Full Time Employee,35203,Less than one year,Operations specialist,Entry level,"$30,000 to $39,999",No,No,"Telecommunications, Technology, Internet & Electronics",Less than 50 Employees,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,Agree
11442822178,Multiracial/Multiethnic,female,35-44,Master's Degree or Higher,Full Time Employee,35124,One to five years,Managing Director,"C Suite (CEO, CFO, COO, CTO, CSO)","$100,000 to $149,999",No,No,Government,Less than 50 Employees,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree
11442780508,White,Male,45-54,Master's Degree or Higher,Self Employed/Entrepreneur,35226,One to five years,Partner and CTO,"C Suite (CEO, CFO, COO, CTO, CSO)","$150,000 or more",No,No,Information Technology and Services,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11442678856,White,Female,25-34,Bachelor's Degree,Full Time Employee,35203,One to five years,Devops Engineer,Mid level,"$70,000 to $79,999",Yes,Yes,"Telecommunications, Technology, Internet & Electronics",50 to 250 Employees,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree
11442617237,White,Male,25-34,Master's Degree or Higher,Full Time Employee,35203,One to five years,Search Engineer,Mid level,"$90,000 to $99,999",No,Yes,Information Technology and Services,"250 to 1,000 Employees",Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree
11442550078,White,female,35-44,Bachelor's Degree,Full Time Employee,35203,One to five years,Sr Project Manager,Mid level,"$90,000 to $99,999",Yes,Yes,Healthcare & Pharmaceuticals,50 to 250 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11442543977,White,Female,25-34,Bachelor's Degree,Full Time Employee,35203,Less than one year,Customer Success Associate,Mid level,"$60,000 to $69,999",No,No,Finance & Financial Services,Less than 50 Employees,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
11442500967,White,Male,45-54,Some College,Full Time Employee,35233,One to five years,Senior Web Developer,Senior level,"$80,000 to $89,999",No,No,"Telecommunications, Technology, Internet & Electronics",Less than 50 Employees,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
11442482273,White,Male,25-34,Bachelor's Degree,Full Time Employee,35244,One to five years,Engineering Manager,Senior level,"$100,000 to $149,999",Yes,Yes,Information Technology and Services,"250 to 1,000 Employees",Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
11442447025,White,Male,35-44,Bachelor's Degree,Self Employed/Entrepreneur,35203,One to five years,Partner,"C Suite (CEO, CFO, COO, CTO, CSO)","$80,000 to $89,999",No,No,,,,,,,,
11442434375,Prefer not to say,Male,35-44,Master's Degree or Higher,Full Time Employee,33324,One to five years,Senior Software Engineer,Senior level,"$100,000 to $149,999",No,No,Information Technology and Services,50 to 250 Employees,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree
11442408416,White,Female,45-54,Master's Degree or Higher,Full Time Employee,35211,One to five years,Teacher,Senior level,"$50,000 to $59,999",No,No,Education,"1,000 to 10,000 Employees",Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
11442281523,White,Female,35-44,Bachelor's Degree,Full Time Employee,35077,Less than one year,Instructor,Mid level,"$60,000 to $69,999",No,No,Education,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11442249805,White,Male,18-24,Some College,Full Time Employee,35242,One to five years,Head Dog Trainer,Mid level,"$10,000 to $19,999",Yes,No,Retail & Consumer Durables,"More than 10,000 Employees",Somewhat disagree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Agree
11442234103,Black/African American,Female,25-34,Bachelor's Degree,Full Time Employee,36109,Five to ten years,Senior Accountant,Senior level,"$50,000 to $59,999",Yes,No,Government,"More than 10,000 Employees",Strongly agree,Agree,Agree,Agree,Agree,Agree
11442128015,Black/African American,Female,35-44,Master's Degree or Higher,Self Employed/Entrepreneur,35215,One to five years,Hairstylist,"C Suite (CEO, CFO, COO, CTO, CSO)","$70,000 to $79,999",No Answer,,,,,,,,,
11442115165,Black/African American,Male,45-54,Some College,Full Time Employee,35209,Ten years or more,Banker,Mid level,"$40,000 to $49,999",Yes,No,Finance & Financial Services,"More than 10,000 Employees",Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree
