Respondent ID,Start Date,Race,Gender,Age,EducationLevel,EmploymentType,ExperienceLevel,JobTitle,SeniorityLevel,Promotions,Industry,BusinessType,CompanySize,JobPerformance,IsCompensation,IsGrowth,IsDecisions,IsCompanyBenefits,IsGrowthOpportunities
11466759575,04/01/2020 18:19,Black or African American,Female,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Financial Services Officer,Entry level,Within 12 Months,Finance & Financial Services,Non Profit,50 to 250 Employees,Agree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree
11466760244,04/01/2020 18:20,Black or African American,Female,55-64,Associate's Degree,Self Employed/Entrepreneur,One to five years,Director,Senior level,Within 12 Months,Social/Public Services,Non Profit,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Somewhat agree
11466762487,04/01/2020 18:21,White,Female,65+,Master's Degree or Higher,Full Time Employee,Ten years or more,Information specialist,Senior level,Prefer not to answer,Education,Government,"More than 10,000 Employees",Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree
11466766709,04/01/2020 18:23,White,female,55-64,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466770543,04/01/2020 18:24,White,Female,35-44,Bachelor's Degree,Full Time Employee,Five to ten years,RN,Entry level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree
11466776703,04/01/2020 18:26,White,Female,25-34,Associate's Degree,Full Time Employee,One to five years,Registered Respiratory Therapist,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"1,000 to 10,000 Employees",Neither agree nor disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree
11466792057,04/01/2020 18:31,White,Female,45-54,Associate's Degree,Full Time Employee,Five to ten years,Registered Respiratory Therapist,Senior level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"1,000 to 10,000 Employees",Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Strongly disagree
11466811992,04/01/2020 18:37,White,Female,45-54,Associate's Degree,Full Time Employee,Ten years or more,Respiratory Therapust,Mid level,More than 5 years,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11466892729,04/01/2020 19:05,White,Female,35-44,Bachelor's Degree,Full Time Employee,Less than one year,Instructor,Mid level,Never been promoted,Education,Government,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466894078,04/01/2020 19:05,White,Female,25-34,Bachelor's Degree,Temporary/Seasonal,One to five years,PCT,Entry level,Within 12 Months,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree
11466894128,04/01/2020 19:05,White,Female,25-34,Master's Degree or Higher,Full Time Employee,Five to ten years,Respiratory Therapist,Mid level,In the last 1 to 5 years,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree
11466907894,04/01/2020 19:10,Hispanic or Latino,Female,25-34,Bachelor's Degree,Part Time Employee,One to five years,RN,Senior level,In the last 1 to 5 years,Healthcare & Pharmaceuticals,Government,"More than 10,000 Employees",Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Declined to Answer,Somewhat agree
11466929314,04/01/2020 19:17,Black or African American,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Program Manager 2,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Government,"More than 10,000 Employees",Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree
11466942760,04/01/2020 19:22,Hispanic or Latino,Female,35-44,Some College,Full Time Employee,Less than one year,Teacher,Mid level,Never been promoted,Education,Non Profit,Less than 50 Employees,Somewhat agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree
11467061632,04/01/2020 19:44,White,Female,25-34,Associate's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467034044,04/01/2020 19:52,Hispanic or Latino,Females,35-44,Some College,Full Time Employee,Ten years or more,Associate accounting,Mid level,More than 5 years,Food & Beverages,For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11467095424,04/01/2020 20:13,White,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,Registered Nurse,,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
11467096229,04/01/2020 20:13,White,Female,55-64,Bachelor's Degree,Full Time Employee,Ten years or more,RN,Mid level,More than 5 years,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Agree,Agree
11467104000,04/01/2020 20:16,White,Female,,Bachelor's Degree,Full Time Employee,One to five years,RN,Mid level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree
11467116477,04/01/2020 20:21,White,Male,55-64,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,None,Senior level,Never been promoted,"Construction, Machinery, and Homes",For Profit,Less than 50 Employees,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11467123675,04/01/2020 20:22,White,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,Rn,Entry level,In the last 1 to 5 years,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467146726,04/01/2020 20:32,White,Female,25-34,Bachelor's Degree,Part Time Employee,One to five years,Registered Nurse,Entry level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree
11467154162,04/01/2020 20:34,White,Male,45-54,Associate's Degree,Self Employed/Entrepreneur,Ten years or more,Owner,Owner/president,Prefer not to answer,Information Technology and Services,For Profit,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11467163651,04/01/2020 20:38,White,Male,55-64,Associate's Degree,Full Time Employee,Ten years or more,Engineer,Senior level,Multiple Promotions,"Construction, Machinery, and Homes",For Profit,Less than 50 Employees,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree
11467172404,04/01/2020 20:41,White,Female,18-24,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467175985,04/01/2020 20:42,White,Female,25-34,Associate's Degree,Part Time Employee,One to five years,Registered Respiratory Therapist,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11467223524,04/01/2020 21:01,Hispanic or Latino,Male,45-54,Some College,Part Time Employee,Five to ten years,In home supportive services,Entry level,Never been promoted,Education,Government,"More than 10,000 Employees",Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree
11467231691,04/01/2020 21:04,White,Female,55-64,Some College,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467232606,04/01/2020 21:04,White,Female,45-54,Some College,Full Time Employee,Less than one year,AP Supervisor,Mid level,Prefer not to answer,"Utilities, Energy, and Extraction",For Profit,"250 to 1,000 Employees",Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11467253340,04/01/2020 21:12,White,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,RN,Entry level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"1,000 to 10,000 Employees",Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree
11467270962,04/01/2020 21:20,Hispanic or Latino,Female,45-54,Some College,Full Time Employee,Less than one year,Registrar,Mid level,Within 12 Months,Education,Non Profit,"1,000 to 10,000 Employees",Agree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree
11467284480,04/01/2020 21:25,White,Female,25-34,Associate's Degree,Full Time Employee,Less than one year,RN,Entry level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11467354822,04/01/2020 21:52,Hispanic or Latino,Female,25-34,High School Diploma/GED,Full Time Employee,Five to ten years,Farmer,Entry level,Never been promoted,Agriculture,For Profit,50 to 250 Employees,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree
11467386380,04/01/2020 22:09,White,Female,45-54,Some College,Full Time Employee,Five to ten years,Paralegal,Mid level,Never been promoted,Legal Services,For Profit,Less than 50 Employees,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467418435,04/01/2020 22:22,White,F,55-64,High School Diploma/GED,Full Time Employee,Ten years or more,Anesthesia tech,Mid level,Within 12 Months,Healthcare & Pharmaceuticals,For Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree
11467507270,04/01/2020 23:03,White,Female,45-54,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467533293,04/01/2020 23:14,White,Male,45-54,Master's Degree or Higher,Full Time Employee,Ten years or more,CRNA,Senior level,Prefer not to answer,Healthcare & Pharmaceuticals,For Profit,50 to 250 Employees,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11467542034,04/01/2020 23:19,Black or African American,Female,18-24,Some College,Part Time Employee,One to five years,Personal Shopper,Entry level,Never been promoted,Retail & Consumer Durables,For Profit,"More than 10,000 Employees",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Declined to Answer
11467600612,04/01/2020 23:47,White,Female,18-24,Associate's Degree,Full Time Employee,Less than one year,Nurse,Entry level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467609685,04/01/2020 23:51,White,Female,65+,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467610597,04/01/2020 23:52,White,Female,25-34,Associate's Degree,Full Time Employee,Less than one year,Sonographer,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467614495,04/01/2020 23:53,White,Female,25-34,High School Diploma/GED,Self Employed/Entrepreneur,One to five years,Cake decorator,Mid level,Never been promoted,Food & Beverages,For Profit,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11467630908,04/02/2020 0:01,White,Female,45-54,Some College,Full Time Employee,Five to ten years,Administration,Mid level,Never been promoted,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467647573,04/02/2020 0:09,White,Female,55-64,Master's Degree or Higher,Full Time Employee,One to five years,Crna,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Disagree,Somewhat disagree,Disagree
11467655414,04/02/2020 0:13,White,Male,18-24,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467684168,04/02/2020 0:27,White,Female,25-34,Some College,Full Time Employee,Less than one year,Daycare teacher,Mid level,Never been promoted,Child Day Care Services,For Profit,Less than 50 Employees,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Strongly disagree,Somewhat disagree
11467693017,04/02/2020 0:31,White,Female,25-34,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467698022,04/02/2020 0:34,White,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,Financial Analyst,Mid level,Within 12 Months,Education,Non Profit,"More than 10,000 Employees",Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree
11467700272,04/02/2020 0:35,White,Male,55-64,Master's Degree or Higher,Full Time Employee,Five to ten years,CRNA,Senior level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree
11467718895,04/02/2020 0:44,White,Female,45-54,Master's Degree or Higher,Full Time Employee,Ten years or more,Teacher,Senior level,Never been promoted,Education,Government,"250 to 1,000 Employees",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree
11467731237,04/02/2020 0:50,White,Female,25-34,Associate's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467736354,04/02/2020 0:52,Black or African American,M,25-34,High School Diploma/GED,Long Term Contract Employee,One to five years,UI developer,Entry level,Prefer not to answer,Finance & Financial Services,For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Somewhat disagree,Agree
11467741436,04/02/2020 0:54,White,Female,35-44,Some College,Full Time Employee,Less than one year,Prep cook,Mid level,Never been promoted,Food & Beverages,For Profit,"250 to 1,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree
11467754840,04/02/2020 1:01,Black or African American,Male,25-34,Some College,Full Time Employee,One to five years,EMD dispatcher,Entry level,Never been promoted,EMS Services,For Profit,"250 to 1,000 Employees",Agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
11467762643,04/02/2020 1:05,White,Female,25-34,High School Diploma/GED,Part Time Employee,Less than one year,Host,Entry level,Never been promoted,Food & Beverages,For Profit,"250 to 1,000 Employees",Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree
11467776611,04/02/2020 1:13,White,Male,18-24,High School Diploma/GED,Full Time Employee,Less than one year,Track car and locomotive maintenance,Entry level,Never been promoted,Railroad,Government,"More than 10,000 Employees",Strongly disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree
11467797347,04/02/2020 1:23,Black or African American,,Prefer not to say,Bachelor's Degree,Self Employed/Entrepreneur,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467813069,04/02/2020 1:30,White,M,25-34,Associate's Degree,Part Time Employee,Less than one year,Customer Service Associate,Mid level,Never been promoted,Retail & Consumer Durables,For Profit,50 to 250 Employees,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree
11467810397,04/02/2020 1:30,White,Female,18-24,Associate's Degree,Full Time Employee,Five to ten years,Childís care worker,Mid level,Within 12 Months,Child Day Care Services,Government,Less than 50 Employees,Agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Strongly agree
11467815797,04/02/2020 1:33,White,Female,25-34,Associate's Degree,Part Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467816096,04/02/2020 1:33,White,Male,35-44,Bachelor's Degree,Full Time Employee,Ten years or more,Software engineering manager,Mid level,Within 12 Months,"Construction, Machinery, and Homes",For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11467818866,04/02/2020 1:35,Black or African American,Female,25-34,Associate's Degree,Full Time Employee,One to five years,Sales manager,Mid level,Multiple Promotions,Retail & Consumer Durables,For Profit,"1,000 to 10,000 Employees",Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree
11467821212,04/02/2020 1:36,White,Female,55-64,Bachelor's Degree,Full Time Employee,One to five years,Production Supervisor,Senior level,In the last 1 to 5 years,Education,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree
11467826048,04/02/2020 1:39,White,F,55-64,High School Diploma/GED,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467832099,04/02/2020 1:42,White,Female,45-54,Bachelor's Degree,Full Time Employee,Ten years or more,Accounting Operations Manager,Mid level,More than 5 years,Finance & Financial Services,For Profit,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467835396,04/02/2020 1:43,White,Female,35-44,Bachelor's Degree,Full Time Employee,Less than one year,Performance Improvement Specialist,Mid level,Multiple Promotions,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree
11467836829,04/02/2020 1:45,White,Robot,18-24,Some College,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467843594,04/02/2020 1:47,White,Male,25-34,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467847545,04/02/2020 1:50,White,female,18-24,Some College,Part Time Employee,Less than one year,Server,Mid level,Never been promoted,Food & Beverages,,50 to 250 Employees,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11467868992,04/02/2020 2:02,White,Female,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,Doctor of chiropractic,Entry level,Prefer not to answer,Healthcare & Pharmaceuticals,For Profit,Less than 50 Employees,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467881207,04/02/2020 2:09,White,Female,55-64,,Self Employed/Entrepreneur,One to five years,Real Estate Salesperson,Independent Contractor,Never been promoted,Real Estate,For Profit,50 to 250 Employees,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree
11467882613,04/02/2020 2:10,White,Female,25-34,High School Diploma/GED,Full Time Employee,One to five years,Freight handler,Entry level,Never been promoted,Transportation & Delivery,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Disagree,Disagree,Somewhat agree,Disagree
11467887833,04/02/2020 2:13,White,Female,55-64,Bachelor's Degree,Self Employed/Entrepreneur,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467915004,04/02/2020 2:27,White,Female,35-44,Associate's Degree,Self Employed/Entrepreneur,Ten years or more,Child care provider,Owner,Never been promoted,Child Day Care Services,For Profit,Less than 50 Employees,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
11467912910,04/02/2020 2:27,White,Female,45-54,Bachelor's Degree,Full Time Employee,Ten years or more,Elementary teacher,Teacher,Never been promoted,Education,Government,50 to 250 Employees,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree
11467931538,04/02/2020 2:39,White,Female,25-34,Some College,Full Time Employee,One to five years,Certified pharmacy technician,Mid level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,Less than 50 Employees,Somewhat agree,Agree,Agree,Disagree,Agree,Disagree
11467946093,04/02/2020 2:47,White,Female,25-34,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467969853,04/02/2020 3:03,White,Female,45-54,Bachelor's Degree,Full Time Employee,Five to ten years,Director of Operations,Senior level,Within 12 Months,Dry Cleaning & Laundry,For Profit,50 to 250 Employees,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
11468015614,04/02/2020 3:32,Black or African American,Female,25-34,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11468019682,04/02/2020 3:35,White,Man,35-44,Master's Degree or Higher,Self Employed/Entrepreneur,Five to ten years,President,"C Suite (CEO, CFO, COO, CTO, CSO)",More than 5 years,Healthcare & Pharmaceuticals,For Profit,Less than 50 Employees,Somewhat agree,Agree,Agree,Agree,Agree,Agree
11468022785,04/02/2020 3:37,White,Female,35-44,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11468027747,04/02/2020 3:40,White,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Counselor,Senior level,Within 12 Months,Education,For Profit,"250 to 1,000 Employees",Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
11468028782,04/02/2020 3:41,White,Female,25-34,Some College,Part Time Employee,Less than one year,Shift lead,Entry level,Within 12 Months,Food & Beverages,For Profit,"1,000 to 10,000 Employees",Strongly agree,Agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree
11468055846,04/02/2020 3:58,White,Female,25-34,Some College,Full Time Employee,Five to ten years,Practice Manager,Mid level,More than 5 years,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Strongly agree,Agree,Agree,Agree,Strongly agree,Somewhat agree
11468056735,04/02/2020 3:59,White,Female,25-34,Vocational/Technical School,Full Time Employee,One to five years,Hairstylist,Mid level,Prefer not to answer,Entertainment & Leisure,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Declined to Answer,Strongly agree
11468057474,04/02/2020 4:00,White,Male,65+,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11468059677,04/02/2020 4:01,White,Female,25-34,Associate's Degree,Full Time Employee,Less than one year,Rn,RN,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree
11468173786,04/02/2020 5:14,White,Female,25-34,Bachelor's Degree,Short Term Contract Employee,Less than one year,Travel RN,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11468184123,04/02/2020 5:21,White,Female,25-34,Associate's Degree,Full Time Employee,One to five years,RN,Mid level,In the last 1 to 5 years,Healthcare & Pharmaceuticals,For Profit,50 to 250 Employees,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Agree
11468185626,04/02/2020 5:22,White,Female,35-44,Associate's Degree,Full Time Employee,One to five years,Paralegal,Mid level,Within 12 Months,Legal Services,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11468374117,04/02/2020 7:21,White,Male,25-34,High School Diploma/GED,Full Time Employee,One to five years,Deputy,Entry level,Never been promoted,Law enforcement,Government,"250 to 1,000 Employees",Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Neither agree nor disagree
11468377911,04/02/2020 7:23,White,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Individual and Family Therapist,Mid level,Never been promoted,Substance Abuse Treatment,For Profit,"250 to 1,000 Employees",Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree
11468475455,04/02/2020 8:19,Black or African American,Female,25-34,High School Diploma/GED,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11468730386,04/02/2020 10:36,Black or African American,Female,35-44,Some College,Part Time Employee,One to five years,Chart Retrieval Specialist,Entry level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree
11468888652,04/02/2020 11:50,White,Female,45-54,Associate's Degree,Part Time Employee,Less than one year,Personal Care,No levels at this position,Never been promoted,Social/Public Services,Non Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11468896439,04/02/2020 11:53,Black or African American,Female,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Campus Recruiter,Mid level,Never been promoted,"Construction, Machinery, and Homes",For Profit,"1,000 to 10,000 Employees",Somewhat disagree,Agree,Somewhat disagree,Agree,Strongly agree,Neither agree nor disagree
11468921970,04/02/2020 12:04,Black or African American,Male,18-24,Some College,Full Time Employee,One to five years,Valet Attendant,Mid level,Within 12 Months,Social/Public Services,For Profit,Less than 50 Employees,Strongly agree,Declined to Answer,Agree,Agree,Strongly agree,Declined to Answer
11468987602,04/02/2020 12:29,White,Female,65+,Some College,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469000483,04/02/2020 12:33,White,Female,25-34,Some College,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469181501,04/02/2020 13:33,White,Female,65+,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469248557,04/02/2020 13:54,White,Female,55-64,Some College,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469268058,04/02/2020 13:59,White,Male,25-34,Bachelor's Degree,Full Time Employee,Five to ten years,RN,Mid level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"More than 10,000 Employees",Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree
11469274160,04/02/2020 14:01,Black or African American,Male,45-54,Some College,Full Time Employee,Ten years or more,Specialist,Mid level,Within 12 Months,Finance & Financial Services,Unknown,"More than 10,000 Employees",Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree
